"","Organisation","Indv","StartDate","EndDate","FedStart","FedEnd","Year","YearsExp"
"2819","American Economic Association (AEA)","Doctor Janet Louise Yellen",1988,1990,2010,2013,2010,2
"2820","American Economic Association (AEA)","Doctor Janet Louise Yellen",1988,1990,2010,2013,2011,2
"2821","American Economic Association (AEA)","Doctor Janet Louise Yellen",1988,1990,2010,2013,2012,2
"2822","American Economic Association (AEA)","Doctor Janet Louise Yellen",1988,1990,2010,2013,2013,2
"2836","American Economic Association (AEA)","Doctor Janet Louise Yellen",1987,1991,2010,2013,2010,4
"2837","American Economic Association (AEA)","Doctor Janet Louise Yellen",1987,1991,2010,2013,2011,4
"2838","American Economic Association (AEA)","Doctor Janet Louise Yellen",1987,1991,2010,2013,2012,4
"2839","American Economic Association (AEA)","Doctor Janet Louise Yellen",1987,1991,2010,2013,2013,4
"2853","American Economic Association (AEA)","Doctor Janet Louise Yellen",2004,2005,2010,2013,2010,1
"2854","American Economic Association (AEA)","Doctor Janet Louise Yellen",2004,2005,2010,2013,2011,1
"2855","American Economic Association (AEA)","Doctor Janet Louise Yellen",2004,2005,2010,2013,2012,1
"2856","American Economic Association (AEA)","Doctor Janet Louise Yellen",2004,2005,2010,2013,2013,1
"2908","American Economic Review","John C Williams",2005,2008,1994,1997,1997,0
"2926","American Economic Review","John C Williams",2005,2008,1998,2002,1998,0
"2927","American Economic Review","John C Williams",2005,2008,1998,2002,1999,0
"2928","American Economic Review","John C Williams",2005,2008,1998,2002,2000,0
"2929","American Economic Review","John C Williams",2005,2008,1998,2002,2001,0
"2930","American Economic Review","John C Williams",2005,2008,1998,2002,2002,0
"2947","American Economic Review","Doctor Ben S Bernanke",2013,2013,2002,2005,2002,0
"2948","American Economic Review","Doctor Ben S Bernanke",2013,2013,2002,2005,2003,0
"2949","American Economic Review","Doctor Ben S Bernanke",2013,2013,2002,2005,2004,0
"2950","American Economic Review","Doctor Ben S Bernanke",2013,2013,2002,2005,2005,0
"2964","American Economic Review","Professor, Dr Martin (Marty) Stuart Feldstein",1974,1979,2002,2003,2002,5
"2965","American Economic Review","Professor, Dr Martin (Marty) Stuart Feldstein",1974,1979,2002,2003,2003,5
"2985","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2006,0
"2986","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2007,0
"2987","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2008,0
"2988","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2009,0
"2989","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2010,0
"2990","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2011,0
"2991","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2012,0
"2992","American Economic Review","Doctor Ben S Bernanke",2013,2013,2006,2013,2013,0
"3066","American Enterprise Institute","Professor, Dr Martin (Marty) Stuart Feldstein",2008,2013,2002,2003,2002,0
"3067","American Enterprise Institute","Professor, Dr Martin (Marty) Stuart Feldstein",2008,2013,2002,2003,2003,0
"3423","AMERICAN INTERNATIONAL GROUP (AIG) INC","Professor, Dr Martin (Marty) Stuart Feldstein",1988,2009,2002,2003,2002,14
"3424","AMERICAN INTERNATIONAL GROUP (AIG) INC","Professor, Dr Martin (Marty) Stuart Feldstein",1988,2009,2002,2003,2003,15
"3520","American Law Institute (ALI)","Roberta Cooper Ramo",1991,1997,1994,1997,1997,6
"3537","American Law Institute (ALI)","Roberta Cooper Ramo",1997,1998,1994,1997,1997,0
"3554","American Law Institute (ALI)","Roberta Cooper Ramo",2004,2008,1994,1997,1997,0
"3571","American Law Institute (ALI)","Roberta Cooper Ramo",2008,2013,1994,1997,1997,0
"3610","American Philosophical Society (APS)","Professor, Dr Martin (Marty) Stuart Feldstein",1989,2013,2002,2003,2002,13
"3611","American Philosophical Society (APS)","Professor, Dr Martin (Marty) Stuart Feldstein",1989,2013,2002,2003,2003,14
"3622","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,1997,0
"3623","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,1998,0
"3624","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,1999,0
"3625","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2000,0
"3626","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2001,1
"3627","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2002,1
"3628","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2003,1
"3629","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2004,1
"3630","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2005,1
"3631","American Philosophical Society (APS)","Doctor Alan Greenspan",2000,2001,1987,2006,2006,1
"3734","America's Promise Alliance","Larry Allan Klane",2013,2013,2007,2008,2007,0
"3735","America's Promise Alliance","Larry Allan Klane",2013,2013,2007,2008,2008,0
"3751","AmeriFee Corp","Larry Allan Klane",2000,2013,2007,2008,2007,7
"3752","AmeriFee Corp","Larry Allan Klane",2000,2013,2007,2008,2008,8
"3839","Amherst College","Sarah Bloom Raskin",1980,1983,2010,2013,2010,3
"3840","Amherst College","Sarah Bloom Raskin",1980,1983,2010,2013,2011,3
"3841","Amherst College","Sarah Bloom Raskin",1980,1983,2010,2013,2012,3
"3842","Amherst College","Sarah Bloom Raskin",1980,1983,2010,2013,2013,3
"3856","Amherst College","Sarah Bloom Raskin",2008,2011,2010,2013,2010,2
"3857","Amherst College","Sarah Bloom Raskin",2008,2011,2010,2013,2011,3
"3858","Amherst College","Sarah Bloom Raskin",2008,2011,2010,2013,2012,3
"3859","Amherst College","Sarah Bloom Raskin",2008,2011,2010,2013,2013,3
"4055","Aquiline Capital Partners LLC","G Kennedy Thompson",2013,2013,2005,2007,2005,0
"4056","Aquiline Capital Partners LLC","G Kennedy Thompson",2013,2013,2005,2007,2006,0
"4057","Aquiline Capital Partners LLC","G Kennedy Thompson",2013,2013,2005,2007,2007,0
"4151","Arizona State University","Carol J Parry",2013,2013,1999,2000,1999,0
"4152","Arizona State University","Carol J Parry",2013,2013,1999,2000,2000,0
"4379","Association for a Better New York (ABNY)","Doctor John Edward Sexton",2013,2013,2006,2006,2006,0
"4413","Association of American Law Schools (AALS)","Doctor John Edward Sexton",1997,1998,2006,2006,2006,1
"4430","Association of American University Presidents","Doctor John Edward Sexton",2013,2013,2006,2006,2006,0
"4443","Association of Global Custodians","Mary Margaret Fenoglio",2001,2002,2002,2003,2002,1
"4444","Association of Global Custodians","Mary Margaret Fenoglio",2001,2002,2002,2003,2003,1
"4554","AT&T INC (SBC Communications prior to 11/2005)","Richard (Dick) A Anderson",2013,2013,2011,2012,2011,0
"4555","AT&T INC (SBC Communications prior to 11/2005)","Richard (Dick) A Anderson",2013,2013,2011,2012,2012,0
"4558","Athens University of Economics and Business (AUEB)","Doctor Plutarchos K Sakellaris",2013,2013,1998,1999,1998,0
"4559","Athens University of Economics and Business (AUEB)","Doctor Plutarchos K Sakellaris",2013,2013,1998,1999,1999,0
"4576","Athens University of Economics and Business (AUEB)","Doctor Plutarchos K Sakellaris",2013,2013,1999,2000,1999,0
"4577","Athens University of Economics and Business (AUEB)","Doctor Plutarchos K Sakellaris",2013,2013,1999,2000,2000,0
"4642","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1997,1999,1997,0
"4643","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1997,1999,1998,0
"4644","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1997,1999,1999,0
"4661","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1999,2001,1999,0
"4662","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1999,2001,2000,0
"4663","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,1999,2001,2001,0
"4680","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2001,0
"4681","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2002,0
"4682","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2003,0
"4683","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2004,0
"4684","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2005,0
"4685","Audax Health Solutions","Doctor Roger Walton Ferguson Jr",2011,2013,2001,2006,2006,0
"4727","Australian National University","John C Williams",2008,2013,1994,1997,1997,0
"4745","Australian National University","John C Williams",2008,2013,1998,2002,1998,0
"4746","Australian National University","John C Williams",2008,2013,1998,2002,1999,0
"4747","Australian National University","John C Williams",2008,2013,1998,2002,2000,0
"4748","Australian National University","John C Williams",2008,2013,1998,2002,2001,0
"4749","Australian National University","John C Williams",2008,2013,1998,2002,2002,0
"4766","Austrian Academy of Sciences (AAS) (÷sterreiche Akademie der Wissenschaften)","Professor, Dr Martin (Marty) Stuart Feldstein",1996,2013,2002,2003,2002,6
"4767","Austrian Academy of Sciences (AAS) (÷sterreiche Akademie der Wissenschaften)","Professor, Dr Martin (Marty) Stuart Feldstein",1996,2013,2002,2003,2003,7
"4802","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2004,4
"4803","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2005,4
"4804","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2006,4
"4805","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2007,4
"4806","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2008,4
"4807","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2009,4
"4808","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2010,4
"4809","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2011,4
"4810","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2012,4
"4811","Avondale Federal Savings Bank","Thomas P FitzGibbon Jr",1995,1999,2004,2013,2013,4
"4866","Banca d'Italia (Bank of Italy)","Professor Andrea Sironi",2013,2013,2000,2000,2000,0
"5002","BANCO POPOLARE SOCIET¿ COOPERATIVA","Professor Andrea Sironi",2008,2011,2000,2000,2000,0
"5019","BANCO POPOLARE SOCIET¿ COOPERATIVA","Professor Andrea Sironi",2011,2012,2000,2000,2000,0
"5034","BancWest Corp","Walter A Dods Jr",2001,2004,1998,2000,1998,0
"5035","BancWest Corp","Walter A Dods Jr",2001,2004,1998,2000,1999,0
"5036","BancWest Corp","Walter A Dods Jr",2001,2004,1998,2000,2000,0
"5051","BancWest Corp","Walter A Dods Jr",2005,2007,1998,2000,1998,0
"5052","BancWest Corp","Walter A Dods Jr",2005,2007,1998,2000,1999,0
"5053","BancWest Corp","Walter A Dods Jr",2005,2007,1998,2000,2000,0
"5068","BancWest Corp","Walter A Dods Jr",2007,2013,1998,2000,1998,0
"5069","BancWest Corp","Walter A Dods Jr",2007,2013,1998,2000,1999,0
"5070","BancWest Corp","Walter A Dods Jr",2007,2013,1998,2000,2000,0
"5085","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1982,1983,1998,2000,1998,1
"5086","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1982,1983,1998,2000,1999,1
"5087","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1982,1983,1998,2000,2000,1
"5102","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1998,1998,2000,1998,9
"5103","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1998,1998,2000,1999,9
"5104","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1998,1998,2000,2000,9
"5119","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1983,1989,1998,2000,1998,6
"5120","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1983,1989,1998,2000,1999,6
"5121","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1983,1989,1998,2000,2000,6
"5136","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1989,1998,2000,1998,0
"5137","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1989,1998,2000,1999,0
"5138","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1989,1989,1998,2000,2000,0
"5153","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1998,2001,1998,2000,1998,0
"5154","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1998,2001,1998,2000,1999,1
"5155","BANCWEST CORP (De-listed 12/2001)","Walter A Dods Jr",1998,2001,1998,2000,2000,2
"5176","Bank Administration Institute (BAI)","Douglas (Doug) K Freeman",2013,2005,2004,2004,2004,0
"5193","Bank Administration Institute (BAI)","Douglas (Doug) K Freeman",2005,2006,2004,2004,2004,0
"5210","Bank Administration Institute (BAI)","Douglas (Doug) K Freeman",2013,2013,2004,2004,2004,0
"5322","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1994,1997,1997,1
"5339","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1994,1997,1997,0
"5356","Bank for International Settlements (Bank for International Settlements (BIS))","Doctor Janet Louise Yellen",2013,2013,1994,1997,1997,0
"5373","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1997,1999,1997,1
"5374","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1997,1999,1998,1
"5375","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1997,1999,1999,1
"5390","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1997,1999,1997,0
"5391","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1997,1999,1998,0
"5392","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1997,1999,1999,0
"5408","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,1998,2001,1998,0
"5409","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,1998,2001,1999,0
"5410","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,1998,2001,2000,0
"5411","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,1998,2001,2001,0
"5426","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1999,2001,1999,1
"5427","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1999,2001,2000,1
"5428","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,1999,2001,2001,1
"5443","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1999,2001,1999,0
"5444","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1999,2001,2000,0
"5445","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,1999,2001,2001,0
"5463","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,2002,2003,2002,1
"5464","Bank for International Settlements (Bank for International Settlements (BIS))","Marvin J Barth",2001,2002,2002,2003,2003,1
"5480","Bank for International Settlements (Bank for International Settlements (BIS))","Doctor Ben S Bernanke",2006,2013,2002,2005,2002,0
"5481","Bank for International Settlements (Bank for International Settlements (BIS))","Doctor Ben S Bernanke",2006,2013,2002,2005,2003,0
"5482","Bank for International Settlements (Bank for International Settlements (BIS))","Doctor Ben S Bernanke",2006,2013,2002,2005,2004,0
"5483","Bank for International Settlements (Bank for International Settlements (BIS))","Doctor Ben S Bernanke",2006,2013,2002,2005,2005,0
"5496","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2001,1
"5497","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2002,1
"5498","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2003,1
"5499","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2004,1
"5500","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2005,1
"5501","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2006,1
"5502","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2007,1
"5503","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",1996,1997,2001,2008,2008,1
"5513","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,2001,2008,2001,0
"5514","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,2001,2008,2002,0
"5515","Bank for International Settlements (Bank for International Settlements (BIS))","Steven B Kamin",2013,2013,2001,2008,2003,0
